0,0,AT,CN,IB,IR,OB,OT,RF,TB,UR,,class,guid,segment_no,equal
0,AT,0.44,0.02,0.03,0.16,0.01,0.07,0.27,0,0,,CN,5ebfad44-0000-14e3-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.03,0.02,0.13,0.01,0.13,0.17,0,0,,CN,5ebfad44-0000-14e8-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.44,0.03,0.03,0.12,0.01,0.09,0.28,0,0,,CN,5ebfad44-0000-14ed-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.5,0.02,0.03,0.13,0.01,0.14,0.17,0,0,,CN,5ebfad44-0000-14f2-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.54,0.03,0.02,0.09,0.01,0.1,0.21,0,0,,CN,5ebfad44-0000-14f7-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.03,0.02,0.12,0.01,0.14,0.17,0,0,,CN,5ebfad44-0000-14fc-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.52,0.02,0.03,0.11,0.01,0.12,0.19,0,0,,CN,5ebfad44-0000-1501-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.04,0.02,0.06,0,0.16,0.21,0,0,,CN,5ebfad44-0000-1506-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.54,0.03,0.02,0.1,0,0.11,0.2,0,0,,CN,5ebfad44-0000-150b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.45,0.02,0.04,0.09,0.01,0.14,0.25,0,0,,CN,5ebfad44-0000-1510-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.47,0.03,0.03,0.11,0.01,0.1,0.25,0,0,,CN,5ebfad44-0000-1515-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.45,0.02,0.03,0.11,0.01,0.15,0.23,0,0,,CN,5ebfad44-0000-151a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.03,0.11,0,0.12,0.19,0,0,,CN,5ebfad44-0000-151f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.45,0.02,0.03,0.09,0.01,0.16,0.24,0,0,,CN,5ebfad44-0000-1524-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.55,0.02,0.02,0.1,0,0.11,0.2,0,0,,CN,5ebfad44-0000-1529-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.57,0.02,0.02,0.06,0,0.15,0.18,0,0,,CN,5ebfad44-0000-152e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.55,0.02,0.02,0.06,0,0.13,0.22,0,0,,CN,5ebfad44-0000-1533-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.48,0.02,0.04,0.08,0.01,0.14,0.23,0,0,,CN,5ebfad44-0000-1538-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.55,0.02,0.03,0.06,0,0.12,0.22,0,0,,CN,5ebfad44-0000-153d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.04,0.07,0,0.13,0.16,0,0,,CN,5ebfad44-0000-1542-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.02,0.03,0.08,0,0.09,0.18,0,0,,CN,5ebfad44-0000-1547-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.57,0.03,0.03,0.07,0,0.14,0.16,0,0,,CN,5ebfad44-0000-154c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.54,0.02,0.04,0.1,0,0.08,0.22,0,0,,CN,5ebfad44-0000-1551-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.04,0.07,0,0.13,0.15,0,0,,CN,5ebfad44-0000-1556-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.03,0.08,0.01,0.1,0.23,0,0,,CN,5ebfad44-0000-155b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.03,0.03,0.07,0,0.13,0.16,0,0,,CN,5ebfad44-0000-1560-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.02,0.02,0.07,0,0.1,0.19,0,0,,CN,5ebfad44-0000-1565-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.02,0.04,0.08,0.01,0.13,0.21,0,0,,CN,5ebfad44-0000-156a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.03,0.06,0.01,0.09,0.18,0,0,,CN,5ebfad44-0000-156f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.52,0.02,0.05,0.09,0,0.13,0.19,0,0,,CN,5ebfad44-0000-1574-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.03,0.08,0.01,0.1,0.23,0,0,,CN,5ebfad44-0000-1579-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.57,0.02,0.03,0.07,0,0.14,0.17,0,0,,CN,5ebfad44-0000-157e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.02,0.08,0,0.1,0.19,0,0,,CN,5ebfad44-0000-1583-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.07,0,0.13,0.16,0,0,,CN,5ebfad44-0000-1588-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.08,0,0.1,0.18,0,0,,CN,5ebfad44-0000-158d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.52,0.02,0.04,0.06,0.01,0.14,0.21,0,0,,CN,5ebfad44-0000-1592-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.03,0.08,0,0.1,0.18,0,0,,CN,5ebfad44-0000-1597-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.05,0.08,0,0.13,0.19,0,0,,CN,5ebfad44-0000-159c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.53,0.02,0.03,0.08,0.01,0.1,0.23,0,0,,CN,5ebfad44-0000-15a1-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.04,0.07,0,0.13,0.16,0,0,,CN,5ebfad44-0000-15a6-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.03,0.08,0,0.09,0.17,0,0,,CN,5ebfad44-0000-15ab-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.03,0.05,0,0.15,0.17,0,0,,CN,5ebfad44-0000-15b0-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.09,0,0.08,0.17,0,0,,CN,5ebfad44-0000-15b5-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.03,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-15ba-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.02,0.09,0,0.08,0.16,0,0,,CN,5ebfad44-0000-15bf-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.02,0.04,0.06,0,0.13,0.15,0,0,,CN,5ebfad44-0000-15c4-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.03,0.07,0,0.09,0.16,0,0,,CN,5ebfad44-0000-15c9-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.12,0.14,0,0,,CN,5ebfad44-0000-15ce-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.02,0.07,0,0.09,0.16,0,0,,CN,5ebfad44-0000-15d3-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.06,0,0.15,0.13,0,0,,CN,5ebfad44-0000-15d8-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.01,0.09,0,0.09,0.15,0,0,,CN,5ebfad44-0000-15dd-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.03,0.08,0,0.12,0.12,0,0,,CN,5ebfad44-0000-15e2-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.02,0.07,0,0.1,0.16,0,0,,CN,5ebfad44-0000-15e7-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.02,0.08,0,0.13,0.12,0,0,,CN,5ebfad44-0000-15ec-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.02,0.07,0,0.1,0.15,0,0,,CN,5ebfad44-0000-15f1-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.13,0.13,0,0,,CN,5ebfad44-0000-15f6-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.01,0.09,0,0.09,0.15,0,0,,CN,5ebfad44-0000-15fb-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.13,0.13,0,0,,CN,5ebfad44-0000-1600-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.02,0.01,0.09,0,0.09,0.15,0,0,,CN,5ebfad44-0000-1605-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.02,0.08,0,0.13,0.12,0,0,,CN,5ebfad44-0000-160a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.01,0.07,0,0.11,0.16,0,0,,CN,5ebfad44-0000-160f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.08,0,0.13,0.13,0,0,,CN,5ebfad44-0000-1614-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.01,0.08,0,0.11,0.15,0,0,,CN,5ebfad44-0000-1619-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0.02,0.04,0.07,0,0.14,0.14,0,0,,CN,5ebfad44-0000-161e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.01,0.08,0,0.11,0.16,0,0,,CN,5ebfad44-0000-1623-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.03,0.04,0.06,0,0.14,0.13,0,0,,CN,5ebfad44-0000-1628-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.02,0.11,0,0.08,0.14,0,0,,CN,5ebfad44-0000-162d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.09,0,0.13,0.12,0,0,,CN,5ebfad44-0000-1632-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.01,0.1,0,0.09,0.14,0,0,,CN,5ebfad44-0000-1637-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.09,0,0.13,0.12,0,0,,CN,5ebfad44-0000-163c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.01,0.11,0,0.09,0.14,0,0,,CN,5ebfad44-0000-1641-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.03,0.06,0,0.14,0.13,0,0,,CN,5ebfad44-0000-1646-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.01,0.11,0,0.08,0.14,0,0,,CN,5ebfad44-0000-164b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.07,0,0.14,0.13,0,0,,CN,5ebfad44-0000-1650-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.02,0.02,0.08,0,0.1,0.15,0,0,,CN,5ebfad44-0000-1655-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.6,0.02,0.03,0.08,0,0.14,0.13,0,0,,CN,5ebfad44-0000-165a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.02,0.02,0.1,0,0.1,0.15,0,0,,CN,5ebfad44-0000-165f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.02,0.02,0.1,0,0.12,0.12,0,0,,CN,5ebfad44-0000-1664-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.02,0.07,0,0.1,0.15,0,0,,CN,5ebfad44-0000-1669-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.07,0,0.14,0.13,0,0,,CN,5ebfad44-0000-166e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.06,0,0.1,0.16,0,0,,CN,5ebfad44-0000-1673-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.03,0.06,0,0.14,0.13,0,0,,CN,5ebfad44-0000-1678-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-167d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.61,0.03,0.02,0.06,0,0.14,0.14,0,0,,CN,5ebfad44-0000-1682-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.65,0.03,0.01,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-1687-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.02,0.08,0,0.12,0.12,0,0,,CN,5ebfad44-0000-168c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.02,0.06,0,0.1,0.16,0,0,,CN,5ebfad44-0000-1691-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.03,0.07,0,0.12,0.12,0,0,,CN,5ebfad44-0000-1696-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.02,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-169b-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.02,0.05,0,0.14,0.14,0,0,,CN,5ebfad44-0000-16a0-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.1,0,0.08,0.14,0,0,,CN,5ebfad44-0000-16a5-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.02,0.08,0,0.12,0.12,0,0,,CN,5ebfad44-0000-16aa-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.03,0.02,0.07,0,0.1,0.16,0,0,,CN,5ebfad44-0000-16af-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.08,0,0.12,0.12,0,0,,CN,5ebfad44-0000-16b4-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.07,0,0.1,0.15,0,0,,CN,5ebfad44-0000-16b9-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.07,0,0.13,0.12,0,0,,CN,5ebfad44-0000-16be-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.65,0.03,0.01,0.09,0,0.08,0.14,0,0,,CN,5ebfad44-0000-16c3-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.04,0.01,0.06,0,0.14,0.13,0,0,,CN,5ebfad44-0000-16c8-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.09,0,0.09,0.14,0,0,,CN,5ebfad44-0000-16cd-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.03,0.01,0.08,0,0.13,0.11,0,0,,CN,5ebfad44-0000-16d2-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.04,0.01,0.06,0,0.1,0.16,0,0,,CN,5ebfad44-0000-16d7-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.63,0.03,0.01,0.05,0,0.15,0.13,0,0,,CN,5ebfad44-0000-16dc-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.07,0.04,0.05,0.01,0.25,0.07,0,0,,CN,5ebfad44-0000-390f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.51,0.07,0.04,0.05,0.01,0.25,0.07,0,0,,CN,5ebfad44-0000-3914-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.64,0.04,0.01,0.03,0,0.23,0.05,0,0,,CN,5ebfad44-0000-3919-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.62,0.05,0.01,0.04,0,0.22,0.06,0,0,,CN,5ebfad44-0000-391e-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.11,0,0,0,0,0.01,0.87,0,0.01,,CN,5ebfad44-0000-3a45-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.03,0.97,0,0,,CN,5ebfad44-0000-3a4a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.59,0,0.02,0.19,0,0.07,0.12,0,0.01,,CN,5ebfad44-0000-3ce8-3135-383936323031,xmed-Z4-SS9-1,0
4,OB,0,0,0.17,0.05,0.63,0.06,0.05,0.01,0.03,,OB,5ebfad44-0000-4f2f-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.16,0.05,0.63,0.06,0.07,0.01,0.02,,OB,5ebfad44-0000-4f34-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.22,0.05,0.52,0.1,0.09,0,0.02,,OB,5ebfad44-0000-4f39-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.32,0.03,0.52,0.01,0.07,0,0.05,,OB,5ebfad44-0000-507c-3135-383936323031,xmed-Z4-SS9-1,1
4,OB,0,0,0.32,0.04,0.5,0.01,0.1,0,0.03,,OB,5ebfad44-0000-5081-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.05,0.01,0.45,0.15,0.17,0,0.07,0.02,0.08,,OB,5ebfad44-0000-5086-3135-383936323031,xmed-Z4-SS9-1,0
7,TB,0.14,0,0,0.1,0.01,0,0.04,0.71,0,,TB,5ebfad44-0000-5246-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.12,0,0.02,0.1,0.01,0,0.06,0.68,0.01,,TB,5ebfad44-0000-524b-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.12,0,0.02,0.1,0.01,0,0.06,0.68,0.01,,TB,5ebfad44-0000-5250-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.11,0,0,0.1,0.01,0,0.05,0.72,0.01,,TB,5ebfad44-0000-5255-3135-383936323031,xmed-Z4-SS9-1,1
7,TB,0.2,0,0.02,0.25,0.02,0,0.09,0.4,0.02,,TB,5ebfad44-0000-525a-3135-383936323031,xmed-Z4-SS9-1,1
2,IB,0.05,0,0.53,0.09,0.14,0.01,0.1,0.05,0.03,,OB,5ebfad44-0000-525f-3135-383936323031,xmed-Z4-SS9-1,0
2,IB,0.05,0,0.41,0.09,0.22,0,0.08,0.13,0.02,,IB,5ebfad44-0000-550b-3135-383936323031,xmed-Z4-SS9-1,1
6,RF,0.07,0.19,0,0.07,0.01,0.11,0.53,0,0.02,,CN,5ebfad44-0000-5684-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0,0.07,0.01,0.11,0.53,0,0.02,,CN,5ebfad44-0000-5689-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0,0.07,0.01,0.11,0.53,0,0.02,,CN,5ebfad44-0000-568e-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0,0.07,0.01,0.11,0.53,0,0.02,,CN,5ebfad44-0000-5693-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.01,0.07,0,0.11,0.53,0,0.02,,CN,5ebfad44-0000-5698-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.01,0.07,0,0.11,0.53,0,0.02,,CN,5ebfad44-0000-569d-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.02,0.07,0,0.11,0.52,0,0.02,,CN,5ebfad44-0000-56a2-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.02,0.07,0,0.11,0.52,0,0.02,,CN,5ebfad44-0000-56a7-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.02,0.07,0,0.11,0.52,0,0.02,,CN,5ebfad44-0000-56ac-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.02,0.07,0,0.11,0.52,0,0.02,,CN,5ebfad44-0000-56b1-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.02,0.07,0,0.11,0.52,0,0.02,,CN,5ebfad44-0000-56b6-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.07,0.19,0.02,0.07,0,0.11,0.52,0,0.02,,CN,5ebfad44-0000-56bb-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.06,0,0.08,0.67,0,0.02,,CN,5ebfad44-0000-56c0-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.06,0,0.08,0.67,0,0.02,,CN,5ebfad44-0000-56c5-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.06,0,0.08,0.67,0,0.02,,CN,5ebfad44-0000-56ca-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.06,0,0.08,0.67,0,0.02,,CN,5ebfad44-0000-56cf-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.07,0,0.07,0.67,0,0.02,,CN,5ebfad44-0000-56d4-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.07,0,0.07,0.67,0,0.02,,CN,5ebfad44-0000-56d9-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.08,0.08,0.01,0.07,0,0.07,0.67,0,0.02,,CN,5ebfad44-0000-56de-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.09,0.12,0.01,0.11,0.02,0.13,0.42,0,0.1,,CN,5ebfad44-0000-56e3-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.09,0.16,0.02,0.14,0.02,0.17,0.28,0,0.12,,CN,5ebfad44-0000-56e8-3135-383936323031,xmed-Z4-SS9-1,0
1,CN,0.03,0.44,0,0.04,0.01,0.38,0.06,0,0.04,,CN,5ebfad44-0000-56ed-3135-383936323031,xmed-Z4-SS9-1,1
6,RF,0,0,0,0,0,0.06,0.94,0,0,,CN,5ebfad44-0000-5ed6-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0,0,0,0,0,0.05,0.95,0,0,,CN,5ebfad44-0000-5f49-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.16,0.07,0.02,0.11,0.01,0.41,0.2,0.01,0.01,,CN,5ebfad44-0000-61dd-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.15,0.06,0.02,0.11,0.01,0.45,0.18,0.01,0.01,,CN,5ebfad44-0000-61e2-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.15,0.05,0.01,0.11,0.01,0.42,0.23,0.01,0.01,,CN,5ebfad44-0000-61e7-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.16,0.07,0.01,0.11,0,0.47,0.17,0,0.01,,CN,5ebfad44-0000-61ec-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.18,0.05,0.02,0.14,0,0.4,0.2,0,0.01,,CN,5ebfad44-0000-61f1-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.19,0.05,0.01,0.11,0,0.47,0.15,0.01,0.01,,CN,5ebfad44-0000-61f6-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.31,0.03,0.01,0.09,0.01,0.3,0.25,0,0,,CN,5ebfad44-0000-61fb-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.19,0.05,0.01,0.1,0,0.47,0.16,0.01,0.01,,CN,5ebfad44-0000-6200-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.29,0.02,0.02,0.15,0,0.26,0.26,0,0,,CN,5ebfad44-0000-6205-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.16,0.06,0.02,0.08,0,0.45,0.21,0.01,0.01,,CN,5ebfad44-0000-620a-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.22,0.03,0.02,0.12,0,0.39,0.2,0.01,0.01,,CN,5ebfad44-0000-620f-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.2,0.03,0.02,0.09,0,0.43,0.21,0.01,0.01,,CN,5ebfad44-0000-6214-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.27,0.02,0.02,0.12,0.01,0.27,0.29,0,0,,CN,5ebfad44-0000-6219-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.34,0.02,0.01,0.12,0,0.32,0.19,0,0,,CN,5ebfad44-0000-621e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.34,0.02,0.01,0.12,0,0.29,0.22,0,0,,CN,5ebfad44-0000-6223-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.31,0.05,0.01,0.09,0.01,0.33,0.2,0,0,,CN,5ebfad44-0000-6228-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.34,0.02,0.01,0.1,0.01,0.3,0.22,0,0,,CN,5ebfad44-0000-622d-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.28,0.04,0.02,0.1,0,0.31,0.24,0.01,0,,CN,5ebfad44-0000-6232-3135-383936323031,xmed-Z4-SS9-1,0
6,RF,0.27,0.03,0.02,0.1,0.01,0.28,0.29,0,0,,CN,5ebfad44-0000-6237-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.27,0.03,0.02,0.1,0,0.31,0.26,0.01,0,,CN,5ebfad44-0000-623c-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.37,0.03,0.01,0.11,0,0.3,0.18,0,0,,CN,5ebfad44-0000-6241-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.35,0.03,0.01,0.11,0,0.33,0.17,0,0,,CN,5ebfad44-0000-6246-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.32,0.02,0.03,0.12,0,0.26,0.24,0.01,0,,CN,5ebfad44-0000-624b-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.3,0.02,0.03,0.1,0,0.31,0.23,0.01,0,,CN,5ebfad44-0000-6250-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.32,0.02,0.03,0.12,0,0.26,0.24,0.01,0,,CN,5ebfad44-0000-6255-3135-383936323031,xmed-Z4-SS9-1,0
5,OT,0.33,0.03,0.02,0.11,0,0.35,0.16,0,0,,CN,5ebfad44-0000-625a-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.4,0.03,0.01,0.09,0,0.24,0.23,0,0,,CN,5ebfad44-0000-625f-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.39,0.03,0.02,0.1,0.01,0.27,0.18,0,0,,CN,5ebfad44-0000-6264-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.37,0.02,0.03,0.13,0,0.2,0.24,0.01,0,,CN,5ebfad44-0000-6269-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.46,0.02,0.03,0.09,0.01,0.15,0.24,0,0,,CN,5ebfad44-0000-626e-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.43,0.02,0.02,0.11,0,0.23,0.19,0,0,,CN,5ebfad44-0000-6273-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.46,0.02,0.03,0.1,0,0.22,0.17,0,0,,CN,5ebfad44-0000-6278-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.58,0.02,0.01,0.09,0,0.11,0.19,0,0,,CN,5ebfad44-0000-627d-3135-383936323031,xmed-Z4-SS9-1,0
0,AT,0.54,0.03,0.02,0.08,0,0.16,0.17,0,0,,CN,5ebfad44-0000-6282-3135-383936323031,xmed-Z4-SS9-1,0
