class,guid,centreOfMassX,centreOfMassY,centreOfMassZ,maxFaceMass,segment_no,edgeCount
RF,5b8c7ab1-0000-3093-3135-333539333737,428670,-3499.999476,540.0003696,1635000.157,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3096-3135-333539333737,428690,7516.489746,2333.589863,2115879.079,scw-C3-JD-24,48
RF,5b8c7ab1-0000-3099-3135-333539333737,428669.921,-11890.44156,540.0004696,882127.0154,scw-C3-JD-24,48
RF,5b8c7ab1-0000-30a0-3135-333539333737,428669.9145,-17510.22314,1113.420907,813481.6614,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30a7-3135-333539333737,428674.6026,-9299.977108,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30aa-3135-333539333737,428674.5962,-10499.97747,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30ad-3135-333539333737,428674.5896,-11699.97783,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30b0-3135-333539333737,428674.5828,-12899.97819,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30b3-3135-333539333737,428674.5758,-14099.97855,1441.900921,249215.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30b6-3135-333539333737,428674.5423,-15299.97777,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30b9-3135-333539333737,428674.4645,-16299.97564,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30bc-3135-333539333737,428674.358,-13499.96812,1912.00047,164683.604,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30bf-3135-333539333737,428674.3546,-17299.97351,1666.877212,163822.2641,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30c2-3135-333539333737,428674.1881,-18299.97112,1761.876648,130222.5633,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30c5-3135-333539333737,428673.9771,-19099.96957,1837.798905,103364.3443,scw-C3-JD-24,72
RF,5b8c7ab1-0000-30c8-3135-333539333737,428673.6178,-19899.96395,1913.763999,76494.17922,scw-C3-JD-24,12
RF,5b8c7ab1-0000-30cb-3135-333539333737,428690,-14666.48918,2329.839846,2058861.497,scw-C3-JD-24,24
RF,5b8c7ab1-0000-30ce-3135-333539333737,429002.5,7898.668291,12.53499085,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-30d1-3135-333539333737,428983.7878,7845.971568,532.0817449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-30d4-3135-333539333737,428933.4342,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-30d7-3135-333539333737,428933.4342,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-30da-3135-333539333737,428497.5,-14898.66833,12.53494768,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-30dd-3135-333539333737,428516.2122,-14845.97051,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-30e0-3135-333539333737,428566.5658,-14852.2965,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-30e3-3135-333539333737,428566.5658,-14914.72449,164.8187319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-30e6-3135-333539333737,429002.5,-14898.66833,12.53494767,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-30e9-3135-333539333737,428983.7878,-14845.97051,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-30ec-3135-333539333737,428933.4342,-14852.2965,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-30ef-3135-333539333737,428933.4342,-14914.72449,164.8187319,17492.95005,scw-C3-JD-24,162
RF,5b8c7ab1-0000-30f2-3135-333539333737,428750,-6150.000056,1826.645172,35999.98695,scw-C3-JD-24,132
RF,5b8c7ab1-0000-30f5-3135-333539333737,428750,-6149.998587,941.4399676,60000.0403,scw-C3-JD-24,114
RF,5b8c7ab1-0000-30f8-3135-333539333737,428750,-3708.604242,1555.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-30fb-3135-333539333737,428750,-3291.395449,1555.003926,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-30fe-3135-333539333737,428750,-3708.604342,1055.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-3101-3135-333539333737,428750,-3291.395557,1055.003932,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-3104-3135-333539333737,428750,-13291.39569,1599.999633,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-3107-3135-333539333737,428750,-13708.60445,1599.999581,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-310a-3135-333539333737,428750,6291.395766,1599.999561,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-310d-3135-333539333737,428750,6708.604551,1599.999626,24000.21573,scw-C3-JD-24,42
RF,5b8c7ab1-0000-3110-3135-333539333737,436169.9347,4891.131221,540.0003696,882335.2657,scw-C3-JD-24,42
RF,5b8c7ab1-0000-3117-3135-333539333737,436169.9295,10509.54151,1113.273663,813692.6722,scw-C3-JD-24,72
RF,5b8c7ab1-0000-311e-3135-333539333737,436174.6026,2299.977788,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3121-3135-333539333737,436174.5962,3499.978136,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3124-3135-333539333737,436174.5896,4699.978484,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3127-3135-333539333737,436174.5828,5899.978833,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-312a-3135-333539333737,436174.5758,7099.979181,1441.900921,249215.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-312d-3135-333539333737,436174.5423,8299.978358,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3130-3135-333539333737,436174.4645,9299.97614,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3133-3135-333539333737,436174.358,6499.968085,1912.00047,164683.604,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3136-3135-333539333737,436174.3546,10299.97392,1666.877212,163822.2641,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3139-3135-333539333737,436174.1881,11299.97143,1761.876648,130222.5633,scw-C3-JD-24,72
RF,5b8c7ab1-0000-313c-3135-333539333737,436173.9771,12099.96981,1837.798905,103364.3443,scw-C3-JD-24,72
RF,5b8c7ab1-0000-313f-3135-333539333737,436173.6178,12899.96391,1913.763999,76494.17922,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3142-3135-333539333737,436174.6276,-4199.975542,1565.650616,283865.7187,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3145-3135-333539333737,436174.6217,-5449.975917,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3148-3135-333539333737,436174.615,-6849.976336,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-314b-3135-333539333737,436174.6087,-8099.97671,1516.899212,270215.3257,scw-C3-JD-24,12
RF,5b8c7ab1-0000-314e-3135-333539333737,436190,-6225.124313,2540.873944,1035823.297,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3151-3135-333539333737,436174.4513,-6149.976778,2260.002791,192677.1139,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3154-3135-333539333737,436174.6217,-1550.023329,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3157-3135-333539333737,436174.615,-150.0229228,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-315a-3135-333539333737,436174.4513,-850.0433816,2260.002741,192682.7532,scw-C3-JD-24,12
RF,5b8c7ab1-0000-315d-3135-333539333737,436190,-774.8744381,2540.873913,1035823.771,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3160-3135-333539333737,436174.6087,1099.97744,1516.899212,270215.3257,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3163-3135-333539333737,436174.6276,-2800.023692,1565.650616,283865.7187,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3166-3135-333539333737,435997.5,7898.668291,12.53499084,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3169-3135-333539333737,436016.2122,7845.971568,532.0817449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-316c-3135-333539333737,436066.5658,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-316f-3135-333539333737,436066.5658,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3172-3135-333539333737,436170,-3499.999476,540.0003696,1635000.157,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3175-3135-333539333737,436190,7516.489746,2333.589863,2115879.079,scw-C3-JD-24,48
RF,5b8c7ab1-0000-3178-3135-333539333737,436169.921,-11890.44156,540.0004696,882127.0154,scw-C3-JD-24,48
RF,5b8c7ab1-0000-317f-3135-333539333737,436169.9145,-17510.22314,1113.420907,813481.6614,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3186-3135-333539333737,436174.6026,-9299.977108,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3189-3135-333539333737,436174.5962,-10499.97747,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-318c-3135-333539333737,436174.5896,-11699.97783,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-318f-3135-333539333737,436174.5828,-12899.97819,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3192-3135-333539333737,436174.5758,-14099.97855,1441.900921,249215.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3195-3135-333539333737,436174.5423,-15299.97777,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3198-3135-333539333737,436174.4645,-16299.97564,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-319b-3135-333539333737,436174.358,-13499.96812,1912.00047,164683.604,scw-C3-JD-24,72
RF,5b8c7ab1-0000-319e-3135-333539333737,436174.3546,-17299.97351,1666.877212,163822.2641,scw-C3-JD-24,72
RF,5b8c7ab1-0000-31a1-3135-333539333737,436174.1881,-18299.97112,1761.876648,130222.5633,scw-C3-JD-24,72
RF,5b8c7ab1-0000-31a4-3135-333539333737,436173.9771,-19099.96957,1837.798905,103364.3443,scw-C3-JD-24,72
RF,5b8c7ab1-0000-31a7-3135-333539333737,436173.6178,-19899.96395,1913.763999,76494.17922,scw-C3-JD-24,12
RF,5b8c7ab1-0000-31aa-3135-333539333737,436190,-14666.48918,2329.839846,2058861.497,scw-C3-JD-24,24
RF,5b8c7ab1-0000-31ad-3135-333539333737,436502.5,7898.668291,12.53499085,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-31b0-3135-333539333737,436483.7878,7845.971568,532.0817449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-31b3-3135-333539333737,436433.4342,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-31b6-3135-333539333737,436433.4342,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-31b9-3135-333539333737,435997.5,-14898.66833,12.53494768,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-31bc-3135-333539333737,436016.2122,-14845.97051,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-31bf-3135-333539333737,436066.5658,-14852.2965,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-31c2-3135-333539333737,436066.5658,-14914.72449,164.8187319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-31c5-3135-333539333737,436502.5,-14898.66833,12.53494767,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-31c8-3135-333539333737,436483.7878,-14845.97051,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-31cb-3135-333539333737,436433.4342,-14852.2965,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-31ce-3135-333539333737,436433.4342,-14914.72449,164.8187319,17492.95005,scw-C3-JD-24,162
RF,5b8c7ab1-0000-31d1-3135-333539333737,436250,-6150.000056,1826.645172,35999.98695,scw-C3-JD-24,132
RF,5b8c7ab1-0000-31d4-3135-333539333737,436250,-6149.998587,941.4399676,60000.0403,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31d7-3135-333539333737,436250,-3708.604242,1555.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31da-3135-333539333737,436250,-3291.395449,1555.003926,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31dd-3135-333539333737,436250,-3708.604342,1055.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31e0-3135-333539333737,436250,-3291.395557,1055.003932,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31e3-3135-333539333737,436250,-13291.39569,1599.999633,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31e6-3135-333539333737,436250,-13708.60445,1599.999581,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31e9-3135-333539333737,436250,6291.395766,1599.999561,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-31ec-3135-333539333737,436250,6708.604551,1599.999626,24000.21573,scw-C3-JD-24,42
RF,5b8c7ab1-0000-31ef-3135-333539333737,439919.9347,4891.131221,540.0003696,882335.2657,scw-C3-JD-24,42
RF,5b8c7ab1-0000-31f6-3135-333539333737,439919.9295,10509.54151,1113.273663,813692.6722,scw-C3-JD-24,72
RF,5b8c7ab1-0000-31fd-3135-333539333737,439924.6026,2299.977788,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3200-3135-333539333737,439924.5962,3499.978136,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3203-3135-333539333737,439924.5896,4699.978484,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3206-3135-333539333737,439924.5828,5899.978833,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3209-3135-333539333737,439924.5758,7099.979181,1441.900921,249215.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-320c-3135-333539333737,439924.5423,8299.978358,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-320f-3135-333539333737,439924.4645,9299.97614,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3212-3135-333539333737,439924.358,6499.968085,1912.00047,164683.604,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3215-3135-333539333737,439924.3546,10299.97392,1666.877212,163822.2641,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3218-3135-333539333737,439924.1881,11299.97143,1761.876648,130222.5633,scw-C3-JD-24,72
RF,5b8c7ab1-0000-321b-3135-333539333737,439923.9771,12099.96981,1837.798905,103364.3443,scw-C3-JD-24,72
RF,5b8c7ab1-0000-321e-3135-333539333737,439923.6178,12899.96391,1913.763999,76494.17922,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3221-3135-333539333737,439924.6276,-4199.975542,1565.650616,283865.7187,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3224-3135-333539333737,439924.6217,-5449.975917,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3227-3135-333539333737,439924.615,-6849.976336,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-322a-3135-333539333737,439924.6087,-8099.97671,1516.899212,270215.3257,scw-C3-JD-24,12
RF,5b8c7ab1-0000-322d-3135-333539333737,439940,-6225.124313,2540.873944,1035823.297,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3230-3135-333539333737,439924.4513,-6149.976778,2260.002791,192677.1139,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3233-3135-333539333737,439924.6217,-1550.023329,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3236-3135-333539333737,439924.615,-150.0229228,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3239-3135-333539333737,439924.4513,-850.0433816,2260.002741,192682.7532,scw-C3-JD-24,12
RF,5b8c7ab1-0000-323c-3135-333539333737,439940,-774.8744381,2540.873913,1035823.771,scw-C3-JD-24,72
RF,5b8c7ab1-0000-323f-3135-333539333737,439924.6087,1099.97744,1516.899212,270215.3257,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3242-3135-333539333737,439924.6276,-2800.023692,1565.650616,283865.7187,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3245-3135-333539333737,439747.5,7898.668291,12.53499084,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3248-3135-333539333737,439766.2122,7845.971568,532.0817449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-324b-3135-333539333737,439816.5658,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-324e-3135-333539333737,439816.5658,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3251-3135-333539333737,439920,-3499.999476,540.0003696,1635000.157,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3254-3135-333539333737,439940,7516.489746,2333.589863,2115879.079,scw-C3-JD-24,48
RF,5b8c7ab1-0000-3257-3135-333539333737,439919.921,-11890.44156,540.0004696,882127.0154,scw-C3-JD-24,48
RF,5b8c7ab1-0000-325e-3135-333539333737,439919.9145,-17510.22314,1113.420907,813481.6614,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3265-3135-333539333737,439924.6026,-9299.977108,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3268-3135-333539333737,439924.5962,-10499.97747,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-326b-3135-333539333737,439924.5896,-11699.97783,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-326e-3135-333539333737,439924.5828,-12899.97819,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3271-3135-333539333737,439924.5758,-14099.97855,1441.900921,249215.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3274-3135-333539333737,439924.5423,-15299.97777,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3277-3135-333539333737,439924.4645,-16299.97564,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-327a-3135-333539333737,439924.358,-13499.96812,1912.00047,164683.604,scw-C3-JD-24,72
RF,5b8c7ab1-0000-327d-3135-333539333737,439924.3546,-17299.97351,1666.877212,163822.2641,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3280-3135-333539333737,439924.1881,-18299.97112,1761.876648,130222.5633,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3283-3135-333539333737,439923.9771,-19099.96957,1837.798905,103364.3443,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3286-3135-333539333737,439923.6178,-19899.96395,1913.763999,76494.17922,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3289-3135-333539333737,439940,-14666.48918,2329.839846,2058861.497,scw-C3-JD-24,24
RF,5b8c7ab1-0000-328c-3135-333539333737,440252.5,7898.668291,12.53499085,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-328f-3135-333539333737,440233.7878,7845.971568,532.0817449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-3292-3135-333539333737,440183.4342,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-3295-3135-333539333737,440183.4342,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3298-3135-333539333737,439747.5,-14898.66833,12.53494768,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-329b-3135-333539333737,439766.2122,-14845.97051,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-329e-3135-333539333737,439816.5658,-14852.2965,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-32a1-3135-333539333737,439816.5658,-14914.72449,164.8187319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-32a4-3135-333539333737,440252.5,-14898.66833,12.53494767,55654.85877,scw-C3-JD-24,24
RF,5b8c7ab1-0000-32a7-3135-333539333737,440233.7878,-14845.97051,532.0917449,111200,scw-C3-JD-24,54
RF,5b8c7ab1-0000-32aa-3135-333539333737,440183.4342,-14852.2965,158.4922947,17492.95005,scw-C3-JD-24,54
RF,5b8c7ab1-0000-32ad-3135-333539333737,440183.4342,-14914.72449,164.8187319,17492.95005,scw-C3-JD-24,162
RF,5b8c7ab1-0000-32b0-3135-333539333737,440000,-6150.000056,1826.645172,35999.98695,scw-C3-JD-24,132
RF,5b8c7ab1-0000-32b3-3135-333539333737,440000,-6149.998587,941.4399676,60000.0403,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32b6-3135-333539333737,440000,-3708.604242,1555.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32b9-3135-333539333737,440000,-3291.395449,1555.003926,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32bc-3135-333539333737,440000,-3708.604342,1055.003853,24000.21361,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32bf-3135-333539333737,440000,-3291.395557,1055.003932,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32c2-3135-333539333737,440000,-13291.39569,1599.999633,24000.21573,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32c5-3135-333539333737,440000,-13708.60445,1599.999581,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32c8-3135-333539333737,440000,6291.395766,1599.999561,24000.22096,scw-C3-JD-24,114
RF,5b8c7ab1-0000-32cb-3135-333539333737,440000,6708.604551,1599.999626,24000.21573,scw-C3-JD-24,39
RF,5b8c7ab1-0000-32ce-3135-333539333737,432354.8186,7861.280022,381.0217253,230812.8665,scw-C3-JD-24,39
RF,5b8c7ab1-0000-32d1-3135-333539333737,432645.1814,7861.280022,381.0217253,230812.8665,scw-C3-JD-24,42
RF,5b8c7ab1-0000-32d4-3135-333539333737,432418.9347,4891.131221,540.0003697,882335.2657,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32db-3135-333539333737,432418.6692,8992.226732,787.2515101,348104.9408,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32e6-3135-333539333737,432423.6026,2299.977788,1501.900921,266015.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32e9-3135-333539333737,432423.5962,3499.978136,1486.900979,261815.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32ec-3135-333539333737,432423.5896,4699.978485,1471.900863,257615.8041,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32ef-3135-333539333737,432423.5828,5899.978833,1456.900921,253415.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32f5-3135-333539333737,432423.5423,8299.978358,1477.024235,230980.975,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32f8-3135-333539333737,432423.4645,9299.97614,1571.842376,197431.954,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32fb-3135-333539333737,432423.3684,6499.600912,1912.00047,164581.9581,scw-C3-JD-24,72
RF,5b8c7ab1-0000-32fe-3135-333539333737,432421.3543,10299.97392,1666.193365,163747.855,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3301-3135-333539333737,432421.1876,11299.97144,1761.192801,130148.1541,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3304-3135-333539333737,432420.9764,12099.96982,1837.115058,103289.9351,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3307-3135-333539333737,432420.6164,12899.96392,1913.080151,76419.77,scw-C3-JD-24,72
RF,5b8c7ab1-0000-330a-3135-333539333737,432423.6276,-4199.975542,1565.650616,283865.7187,scw-C3-JD-24,72
RF,5b8c7ab1-0000-330d-3135-333539333737,432423.6217,-5449.975917,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3310-3135-333539333737,432423.615,-6849.976336,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3316-3135-333539333737,432441.5,-6225.124313,2540.873944,1073985.208,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3319-3135-333539333737,432423.4513,-6149.976777,2260.002791,192677.1139,scw-C3-JD-24,12
RF,5b8c7ab1-0000-331c-3135-333539333737,432423.6217,-1550.023329,1550.025066,279490.5649,scw-C3-JD-24,72
RF,5b8c7ab1-0000-331f-3135-333539333737,432423.615,-150.0229227,1532.525921,274590.8042,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3322-3135-333539333737,432423.4513,-850.0433803,2260.002741,192682.7534,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3325-3135-333539333737,432441.5,-774.8744381,2540.873913,1073985.7,scw-C3-JD-24,72
RF,5b8c7ab1-0000-332b-3135-333539333737,432423.6276,-2800.023692,1565.650616,283865.7187,scw-C3-JD-24,12
RF,5b8c7ab1-0000-332e-3135-333539333737,432246.5,7898.668291,12.53499085,55654.85877,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3331-3135-333539333737,432265.2122,7845.971568,532.0817449,111200,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3334-3135-333539333737,432315.5658,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3337-3135-333539333737,432315.5658,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-333a-3135-333539333737,432419,-3499.999476,540.0003697,1635000.157,scw-C3-JD-24,54
RF,5b8c7ab1-0000-333d-3135-333539333737,432441.5,5908.644146,2373.785989,1560143.418,scw-C3-JD-24,54
RF,5b8c7ab1-0000-3340-3135-333539333737,432500,6291.395766,1599.999561,24000.22096,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3343-3135-333539333737,432500,-849.9999096,1826.64516,36000.00732,scw-C3-JD-24,12
RF,5b8c7ab1-0000-3346-3135-333539333737,432500,-850.0014574,941.4400235,60000.0403,scw-C3-JD-24,114
RF,5b8c7ab1-0000-3349-3135-333539333737,432753.5,7898.668291,12.53499086,55654.85877,scw-C3-JD-24,162
RF,5b8c7ab1-0000-334c-3135-333539333737,432734.7878,7845.971568,532.0817449,111200,scw-C3-JD-24,132
RF,5b8c7ab1-0000-334f-3135-333539333737,432684.4342,7852.297564,158.4822947,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3352-3135-333539333737,432684.4342,7914.725548,164.8087319,17492.95005,scw-C3-JD-24,24
RF,5b8c7ab1-0000-3355-3135-333539333737,432441.5,11471.91529,2234.704237,632470.2027,scw-C3-JD-24,54
RF,5b8c7ab1-0000-3358-3135-333539333737,432417.2493,11632.78901,1353.599086,455180.851,scw-C3-JD-24,54
RF,5b8c7ab1-0000-3363-3135-333539333737,432418.9347,-11891.13067,540.0004697,882335.4157,scw-C3-JD-24,12
RF,5b8c7ab1-0000-336a-3135-333539333737,432418.6692,-15992.22671,787.2515101,348104.9408,scw-C3-JD-24,72
RF,5b8c7ab1-0000-3375-3135-333539333737,432423.6026,-9299.977051,1501.900921,266015.8042,scw-C3-JD-24,42
RF,5b8c7ab1-0000-3378-3135-333539333737,432423.5962,-10499.97741,1486.900979,261815.8041,scw-C3-JD-24,72
